file_id;id;class
8;3;2
8;4;1
8;5;1
8;6;1
8;7;1
8;8;1
8;9;2
8;10;11
8;11;11
8;12;11
8;13;12
8;14;12
8;15;11
8;16;11
8;17;11
8;18;5
8;19;24
8;20;3
8;21;24
8;22;28
8;23;24
8;24;27
8;25;32
8;26;24
8;27;38
8;28;24
8;29;19
8;30;19
8;31;19
8;32;19
8;33;27
8;34;19
8;35;12
8;36;19
8;37;26
8;38;15
8;39;20
8;40;15
8;41;35
8;42;35
8;43;22
8;44;22
8;45;24
8;46;24
8;47;24
8;48;24
8;49;32
8;50;24
8;51;36
8;52;31
8;53;25
8;54;38
8;55;11
8;56;11
8;57;11
8;58;11
8;59;11
8;60;11
8;61;11
8;62;11
8;63;19
8;64;15
8;65;21
9;1;2
9;2;5
9;3;35
9;4;7
9;5;2
9;6;27
9;7;35
9;8;35
9;9;10
9;10;8
9;11;15
9;12;15
9;13;8
9;14;22
9;15;13
9;16;10
9;17;13
9;18;12
9;19;19
9;20;19
9;21;10
9;22;10
9;23;10
9;24;10
9;25;10
9;26;10
9;27;10
9;28;10
9;29;10
9;30;10
9;31;10
9;32;10
9;33;17
9;34;17
9;35;17
9;36;17
9;37;17
9;38;20
9;39;15
9;40;10
9;41;22
10;1;2
10;2;2
10;3;2
10;4;3
10;5;30
10;6;30
10;7;30
10;8;24
10;9;24
10;10;24
10;11;30
10;12;30
10;13;13
10;14;1
10;15;30
10;16;30
10;17;2
10;18;30
10;19;31
10;20;24
10;21;24
10;22;36
10;23;24
10;24;24
10;25;24
10;26;24
10;27;26
10;28;18
10;29;11
10;30;11
10;31;11
10;32;11
10;33;11
10;34;19
10;35;19
10;36;11
10;37;19
10;38;19
10;39;19
10;40;11
10;41;35
10;42;19
10;43;19
10;44;19
10;45;19
10;46;20
10;47;21
10;48;21
10;49;21
10;50;29
10;51;28
10;52;27
10;53;27
10;54;27
10;55;27
10;56;27
10;57;27
10;58;27
10;59;27
10;60;27
10;61;36
10;62;36
10;63;19
10;64;37
10;65;38
10;66;28
10;67;38
10;68;38
10;69;20
10;70;21
10;71;7
10;72;15
10;73;15
10;74;11
10;75;19
10;76;38
10;77;18
10;78;20
10;79;21
10;80;27
10;81;27
10;82;27
10;83;27
10;84;27
10;85;27
10;86;27
10;87;27
10;88;27
10;89;27
10;90;27
10;91;27
10;92;27
10;93;37
10;94;27
10;95;24
10;96;35
10;97;28
10;98;36
10;99;19
10;100;19
10;101;36
10;102;36
10;103;36
10;104;36
10;105;36
10;106;36
10;107;37
10;108;35
10;109;35
10;110;38
10;111;38
10;112;38
10;113;38
